name,score,genres,type,episodes,premiered,producers,licensors,studios,source,rating,popularity,favorites
Kannazuki no Miko,6.87,"Supernatural, Drama, Magic, Romance, Mecha, Shounen, Shoujo Ai",TV,12,Fall 2004,"Studio Fantasia, Geneon Universal Entertainment, Remic, Front Line, Kodansha, Rondo Robe, Memory-Tech, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",TNK,Manga,PG-13 - Teens 13 or older,2000,767
Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",TV,13,Winter 2002,"Movic, Fuji TV, Fujipacific Music",Funimation,Toei Animation,Visual novel,G - All Ages,2105,248
Kareshi Kanojo no Jijou,7.61,"Comedy, Drama, Romance, School, Shoujo, Slice of Life",TV,26,Fall 1998,"TV Tokyo, GANSIS",Nozomi Entertainment,"Gainax, J.C.Staff",Manga,PG-13 - Teens 13 or older,875,2188
Kono Minikuku mo Utsukushii Sekai,6.76,"Sci-Fi, Comedy, Drama, Magic, Romance, Ecchi",TV,12,Spring 2004,"Geneon Universal Entertainment, TBS, Rondo Robe, Movic",ADV Films,"Gainax, Shaft",Original,R+ - Mild Nudity,2145,178
Kimi ga Nozomu Eien,7.24,"Drama, Romance, Slice of Life",TV,14,Fall 2003,"Lantis, Media Factory, Age",Funimation,Studio Fantasia,Visual novel,R+ - Mild Nudity,1187,1072
Kita e.: Diamond Dust Drops,6.62,"Drama, Romance, Slice of Life",TV,12,Winter 2004,unknown,ADV Films,Studio Deen,Visual novel,PG-13 - Teens 13 or older,5411,9
Loveless,6.86,"Action, Mystery, Supernatural, Drama, Romance, Fantasy, Josei, Shounen Ai",TV,12,Spring 2005,"Bandai Visual, TV Asahi, Movic",Media Blasters,J.C.Staff,Manga,PG-13 - Teens 13 or older,1215,1632
Blood+,7.66,"Action, Military, Mystery, Horror, Supernatural, Drama, Vampire",TV,50,Fall 2005,"Aniplex, Mainichi Broadcasting System",Sony Pictures Entertainment,Production I.G,Original,R - 17+ (violence & profanity),431,4623
Re: Cutey Honey,7.12,"Action, Sci-Fi, Comedy, Ecchi, Shoujo Ai",OVA,3,unknown,Toei Video,unknown,"Gainax, Toei Animation",Manga,R+ - Mild Nudity,3430,133
Solty Rei,7.28,"Action, Sci-Fi, Super Power",TV,24,Fall 2005,"AIC, TV Asahi, Sotsu Music Publishing",Funimation,Gonzo,Original,R - 17+ (violence & profanity),3233,124
Juuni Kokuki,8.06,"Action, Adventure, Fantasy, Magic, Supernatural",TV,45,Spring 2002,Sogo Vision,"Media Blasters, Discotek Media, Tokyopop",Studio Pierrot,Novel,PG-13 - Teens 13 or older,1266,2261
Shaman King,7.78,"Action, Adventure, Comedy, Super Power, Supernatural, Shounen",TV,64,Summer 2001,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music",4Kids Entertainment,Xebec,Manga,PG-13 - Teens 13 or older,477,3672
X/1999,6.59,"Action, Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural",Movie,1,unknown,"Kadokawa Shoten, Victor Entertainment, Marubeni, Movic, Sega, Shelty",Manga Entertainment,Madhouse,Manga,R - 17+ (violence & profanity),2904,128
X,7.43,"Action, Super Power, Drama, Magic, Romance, Fantasy, Shoujo",TV,24,Fall 2001,"Bandai Visual, Kadokawa Shoten, d-rights, chara-ani.com","Funimation, Geneon Entertainment USA",Madhouse,Manga,R+ - Mild Nudity,1818,796
Mahou Sensei Negima!,6.98,"Comedy, Ecchi, Fantasy, Harem, Magic, Romance, School, Shounen, Super Power, Supernatural",TV,26,Winter 2005,Starchild Records,"Funimation, Sentai Filmworks",Xebec,Manga,PG-13 - Teens 13 or older,1208,601
Maria-sama ga Miteru,7.34,"Slice of Life, Drama, Romance, Shoujo, Shoujo Ai",TV,13,Winter 2004,"Rondo Robe, TV Tokyo Music","Nozomi Entertainment, Maiden Japan",Studio Deen,Light novel,PG-13 - Teens 13 or older,2170,663
Boukyaku no Senritsu,6.34,"Adventure, Fantasy, Horror, Mecha, Psychological, Sci-Fi, Shounen, Space, Supernatural",TV,24,Spring 2004,"Kadokawa Shoten, TBS, KENMedia",Geneon Entertainment USA,"Gainax, J.C.Staff",Manga,PG-13 - Teens 13 or older,3975,43
"Ima, Soko ni Iru Boku",7.66,"Adventure, Drama, Fantasy, Military, Sci-Fi",TV,13,Fall 1999,"Victor Entertainment, Pioneer LDC, Rakuonsha",Central Park Media,AIC,Original,R - 17+ (violence & profanity),1309,1018
Peace Maker Kurogane,7.33,"Action, Comedy, Historical, Samurai, Shounen",TV,24,Fall 2003,"GDH, TV Asahi, Imagica","ADV Films, Funimation",Gonzo,Manga,R - 17+ (violence & profanity),2251,307
Pita Ten,6.94,"Comedy, Fantasy, Kids, Romance, School, Shounen",TV,26,Spring 2002,Broccoli,Nozomi Entertainment,Madhouse,Manga,G - All Ages,3626,104
Power Stone,6.48,"Adventure, Comedy, Fantasy, Historical, Shounen",TV,26,Spring 1999,Avex Entertainment,ADV Films,Studio Pierrot,Game,PG - Children,5874,20
Mononoke Hime,8.72,"Action, Adventure, Fantasy",Movie,1,unknown,"Tokuma Shoten, Nippon Television Network",GKIDS,Studio Ghibli,Original,PG-13 - Teens 13 or older,91,17114
RahXephon,7.42,"Action, Drama, Mecha, Music, Mystery, Psychological, Romance, Sci-Fi",TV,26,Winter 2002,"Asatsu DK, Fuji TV",ADV Films,Bones,Original,PG-13 - Teens 13 or older,1395,949
Samurai 7,7.48,"Historical, Mecha, Samurai, Sci-Fi",TV,26,Summer 2004,"GDH, Sotsu Music Publishing",Funimation,Gonzo,Other,PG-13 - Teens 13 or older,1295,744
Scrapped Princess,7.41,"Sci-Fi, Adventure, Comedy, Drama, Fantasy, Mecha, Shounen",TV,24,Spring 2003,"Kadokawa Shoten, A-Line","Funimation, Bandai Entertainment",Bones,Light novel,PG-13 - Teens 13 or older,1637,433
s.CRY.ed,7.38,"Action, Sci-Fi, Adventure, Super Power, Drama",TV,26,Summer 2001,Yomiko Advertising,"Bandai Entertainment, Sentai Filmworks, Discotek Media",Sunrise,Original,PG-13 - Teens 13 or older,1787,673
Shingetsutan Tsukihime,6.91,"Action, Horror, Mystery, Romance, Super Power, Supernatural, Vampire",TV,12,Fall 2003,"TBS, Rondo Robe, Movic","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Visual novel,R - 17+ (violence & profanity),1086,654
Slam Dunk,8.53,"Comedy, Drama, School, Shounen, Sports",TV,101,Fall 1993,"TV Asahi, Animax","Flatiron Film Company, Geneon Entertainment USA",Toei Animation,Manga,PG-13 - Teens 13 or older,728,5471
Strange Dawn,6.35,"Adventure, Drama, Fantasy",TV,13,Summer 2000,unknown,Urban Vision,Hal Film Maker,Original,PG - Children,7014,7
Tactics,7.23,"Mystery, Comedy, Historical, Demons, Supernatural, Drama, Shounen",TV,25,Fall 2004,"Studio Izena, MediaNet",Manga Entertainment,Studio Deen,Manga,PG-13 - Teens 13 or older,2670,184
Tenjou Tenge,6.93,"Action, Ecchi, Martial Arts, Comedy, Super Power, School, Shounen",TV,24,Spring 2004,TV Asahi,"Discotek Media, Geneon Entertainment USA",Madhouse,Manga,R - 17+ (violence & profanity),934,647
Tokyo Underground,6.63,"Action, Adventure, Romance, Sci-Fi, Shounen, Super Power",TV,26,Spring 2002,TV Tokyo Music,"Discotek Media, Geneon Entertainment USA",Studio Pierrot,Manga,PG-13 - Teens 13 or older,3254,41
Triangle Heart: Sweet Songs Forever,6.19,"Adventure, Romance",OVA,4,unknown,Discovery,unknown,Seven Arcs,Visual novel,PG-13 - Teens 13 or older,5991,6
Tsubasa Chronicle,7.55,"Action, Adventure, Fantasy, Magic, Romance, Supernatural, Shounen",TV,26,Spring 2005,"NHK, Kodansha",Funimation,Bee Train,Manga,PG-13 - Teens 13 or older,759,2284
Ultra Maniac,7.18,"Comedy, Magic, Romance, School, Shoujo",TV,26,Spring 2003,"WAO World, Studio Jack","Discotek Media, Geneon Entertainment USA",Production Reed,Manga,G - All Ages,3103,141
Ultra Maniac OVA,6.69,"Comedy, Magic, Romance, School",OVA,1,unknown,unknown,unknown,Production Reed,unknown,G - All Ages,6509,4
Vandread,7.21,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,Fall 2000,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,PG-13 - Teens 13 or older,1771,436
Vandread: The Second Stage,7.42,"Action, Ecchi, Mecha, Sci-Fi, Shounen, Space",TV,13,Fall 2001,"GDH, Dentsu, Media Factory","Funimation, Geneon Entertainment USA",Gonzo,Original,PG-13 - Teens 13 or older,2326,117
Tenkuu no Escaflowne,7.7,"Adventure, Psychological, Romance, Fantasy, Mecha",TV,26,Spring 1996,"TV Tokyo, Bandai Visual","Funimation, Bandai Entertainment",Sunrise,Original,PG-13 - Teens 13 or older,1157,2086
Whistle!,7.39,"School, Shounen, Sports",TV,39,Spring 2002,Marvelous,unknown,Studio Comet,Manga,G - All Ages,4545,73
Xenosaga The Animation,6.37,"Action, Mecha, Sci-Fi, Shounen, Space",TV,12,Winter 2005,Happinet Pictures,"ADV Films, Funimation",Toei Animation,Game,PG-13 - Teens 13 or older,3838,46
Initial D First Stage,8.29,"Action, Cars, Drama, Seinen, Sports",TV,26,Spring 1998,"OB Planning, Fuji TV","Funimation, Tokyopop","Gallop, Studio Comet",Manga,PG-13 - Teens 13 or older,638,6949
Initial D Second Stage,8.12,"Action, Cars, Drama, Seinen, Sports",TV,13,Fall 1999,"OB Planning, Fuji TV","Funimation, Tokyopop",Pastel,Manga,PG-13 - Teens 13 or older,1095,691
Initial D Third Stage,7.89,"Action, Cars, Sports, Drama, Romance, Seinen",Movie,1,unknown,OB Planning,Funimation,Studio Deen,Manga,PG-13 - Teens 13 or older,1270,469
Gosenzo San'e,6.11,"Comedy, Hentai, Mystery, Supernatural",OVA,4,unknown,"AIC, Green Bunny, BEAM Entertainment",unknown,unknown,Original,Rx - Hentai,8469,4
Love Hina,7.14,"Comedy, Ecchi, Harem, Romance, Shounen, Slice of Life",TV,24,Spring 2000,"Production I.G, TV Tokyo, Yomiko Advertising","Funimation, Bandai Entertainment",Xebec,Manga,PG-13 - Teens 13 or older,645,1584
Love Hina Again,7.25,"Comedy, Drama, Ecchi, Romance, Shounen",OVA,3,unknown,"Starchild Records, Audio Tanaka","Bandai Entertainment, Discotek Media",Xebec,Manga,PG-13 - Teens 13 or older,1715,95
Love Hina Christmas Special: Silent Eve,7.34,"Slice of Life, Comedy, Romance",Special,1,unknown,Yomiko Advertising,Bandai Entertainment,Xebec,Manga,PG-13 - Teens 13 or older,2177,49
Love Hina Haru Special: Kimi Sakura Chiru Nakare!!,7.21,"Adventure, Comedy, Romance",Special,1,unknown,Yomiko Advertising,Bandai Entertainment,Xebec,unknown,PG-13 - Teens 13 or older,2307,23
Maburaho,6.8,"Comedy, Drama, Ecchi, Harem, Magic, Romance, School",TV,24,Fall 2003,"Kadokawa Shoten, KlockWorx, Happinet Pictures, Sony PCL",ADV Films,J.C.Staff,Light novel,R+ - Mild Nudity,1583,259
Macross Zero,7.55,"Adventure, Mecha, Military, Sci-Fi, Shounen",OVA,5,unknown,Bandai Visual,unknown,Satelight,Original,R+ - Mild Nudity,2809,125
Onegai☆Teacher,7.17,"Sci-Fi, Comedy, Drama, Romance, School",TV,12,Winter 2002,"Bandai Visual, Genco","Nozomi Entertainment, Bandai Entertainment",Daume,Original,PG-13 - Teens 13 or older,1008,926
Onegai☆Twins,6.88,"Comedy, Drama, Harem, School, Sci-Fi",TV,12,Summer 2003,"Bandai Visual, Genco, Lantis","Nozomi Entertainment, Bandai Entertainment",Daume,Original,PG-13 - Teens 13 or older,1699,192
Rizelmine,6.55,"Sci-Fi, Comedy, Romance, Ecchi, School",TV,24,Spring 2002,m.o.e.,unknown,"Madhouse, Imagin",Manga,R+ - Mild Nudity,3495,51
Speed Grapher,7.35,"Action, Mystery, Super Power",TV,24,Spring 2005,"TV Asahi, WAO World, TAP",Funimation,Gonzo,Original,R+ - Mild Nudity,1458,602
Sen to Chihiro no Kamikakushi,8.83,"Adventure, Supernatural, Drama",Movie,1,unknown,Toho,"Walt Disney Studios, GKIDS",Studio Ghibli,Original,PG - Children,41,25610
Tenshi na Konamaiki,7.48,"Comedy, Magic, Romance, Shounen",TV,50,Spring 2002,unknown,unknown,TMS Entertainment,Manga,PG-13 - Teens 13 or older,3426,133
Video Girl Ai,7.21,"Comedy, Drama, Ecchi, Romance",OVA,6,unknown,Shueisha,unknown,Production I.G,Manga,R+ - Mild Nudity,3409,107
Wolf's Rain,7.82,"Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi",TV,26,Winter 2003,"Bandai Visual, Asatsu DK, Fuji TV","Funimation, Bandai Entertainment",Bones,Original,PG-13 - Teens 13 or older,528,5716
Words Worth,6.75,"Adventure, Hentai, Demons, Magic, Fantasy",OVA,5,unknown,Green Bunny,NuTech Digital,Arms,Visual novel,Rx - Hentai,5518,38
Yumeria,6.11,"Action, Comedy, Ecchi, Harem, Super Power",TV,12,Winter 2004,unknown,"ADV Films, Sentai Filmworks",Studio Deen,Visual novel,PG-13 - Teens 13 or older,3283,35
Samurai Champloo,8.5,"Action, Adventure, Comedy, Historical, Samurai, Shounen",TV,26,Spring 2004,"Victor Entertainment, Fuji TV, Barnum Studio, Tokuma Shoten, flying DOG","Funimation, Geneon Entertainment USA",Manglobe,Original,R - 17+ (violence & profanity),86,29414
Lodoss-tou Senki: Eiyuu Kishi Den,7.16,"Action, Adventure, Drama, Magic, Romance, Fantasy",TV,27,Spring 1998,"Kadokawa Shoten, Yomiko Advertising, Marubeni","Funimation, Central Park Media",AIC,Novel,PG-13 - Teens 13 or older,3255,117
Lodoss-tou Senki,7.4,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural",OVA,13,unknown,"Kadokawa Shoten, TBS, Marubeni","Funimation, Central Park Media",Madhouse,Novel,R - 17+ (violence & profanity),2236,487
R.O.D: Read or Die,7.67,"Action, Sci-Fi, Adventure, Mystery, Historical, Magic",OVA,3,unknown,"Aniplex, SME Visual Works","Aniplex of America, Manga Entertainment",Studio Deen,Light novel,PG-13 - Teens 13 or older,2075,317
R.O.D: The TV,7.55,"Action, Sci-Fi, Adventure, Comedy, Super Power, Drama",TV,26,Fall 2003,"Aniplex, Studio Deen, Broccoli, Sony Music Entertainment","Aniplex of America, Geneon Entertainment USA",J.C.Staff,Light novel,PG-13 - Teens 13 or older,1971,423
Ranma ½,7.76,"Slice of Life, Comedy, Martial Arts, Fantasy, Shounen",TV,161,Spring 1989,"Shogakukan-Shueisha Productions, Kitty Films, Fuji TV, Shogakukan",VIZ Media,Studio Deen,Manga,R+ - Mild Nudity,767,3665
Pure Mail,6.26,Hentai,OVA,2,unknown,"Pink Pineapple, Green Bunny",Adult Source Media,unknown,Visual novel,Rx - Hentai,7731,14
Project A-Ko,6.86,"Action, Adventure, Comedy, Mecha, Sci-Fi, Super Power",Movie,1,unknown,Soeishinsha,"Central Park Media, Discotek Media",APPP,Original,PG-13 - Teens 13 or older,4227,104
Pia Carrot e Youkoso!!,6.02,"Comedy, Romance, Hentai",OVA,3,unknown,NuTech Digital,unknown,unknown,unknown,Rx - Hentai,7767,5
Pia Carrot e Youkoso!! 2,6.15,"Comedy, Romance, Hentai",OVA,3,unknown,Pink Pineapple,unknown,unknown,unknown,Rx - Hentai,8715,4
Pia Carrot e Youkoso!! 2 DX,6.31,"Comedy, Romance",OVA,6,unknown,unknown,Sentai Filmworks,unknown,Visual novel,PG-13 - Teens 13 or older,8682,3
Pia Carrot e Youkoso!!: Sayaka no Koi Monogatari,5.94,"Comedy, Romance",Movie,1,unknown,"Geneon Universal Entertainment, I-move",unknown,Bones,Visual novel,PG-13 - Teens 13 or older,8347,3
Shin Angel,6.28,"Comedy, Drama, Hentai, Romance",OVA,5,unknown,"Pink Pineapple, Studio Tulip",SoftCel Pictures,unknown,unknown,Rx - Hentai,8362,13
Kidou Senkan Nadesico,7.52,"Action, Comedy, Mecha, Military, Parody, Romance, Sci-Fi, Shounen, Space",TV,26,Fall 1996,"Starchild Records, Yomiko Advertising, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,PG-13 - Teens 13 or older,2424,420
Kidou Senkan Nadesico: The Prince of Darkness,6.77,"Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space",Movie,1,unknown,"TV Tokyo, Starchild Records, Kadokawa Shoten, Toei Video, Movic, Sega, King Records, Audio Tanaka","ADV Films, Nozomi Entertainment",Xebec,Original,R - 17+ (violence & profanity),4347,33
Kuro no Danshou,5.76,"Hentai, Horror",OVA,4,unknown,Discovery,unknown,unknown,unknown,Rx - Hentai,8552,7
Mezzo Forte,6.65,"Action, Comedy, Hentai, Sci-Fi",OVA,2,unknown,Green Bunny,"Media Blasters, SoftCel Pictures",Arms,Original,Rx - Hentai,3299,93
Mezzo DSA,6.68,"Action, Adventure, Comedy, Mystery, Sci-Fi",TV,13,Winter 2004,"Studio Pierrot, Shochiku, Memory-Tech, Happinet Pictures","ADV Films, Sentai Filmworks",Arms,Original,R+ - Mild Nudity,3924,33
Dragon Ball,8.0,"Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power",TV,153,Winter 1986,Fuji TV,Funimation,Toei Animation,Manga,PG-13 - Teens 13 or older,120,13454
Dragon Ball GT,6.48,"Action, Sci-Fi, Adventure, Comedy, Super Power, Magic, Fantasy, Shounen",TV,64,Winter 1996,Fuji TV,Funimation,Toei Animation,Manga,PG-13 - Teens 13 or older,262,1878
Elfen Lied,7.56,"Action, Horror, Psychological, Supernatural, Drama, Romance, Seinen",TV,13,Summer 2004,"VAP, Genco",ADV Films,Arms,Manga,R+ - Mild Nudity,49,23830
FLCL,8.03,"Action, Sci-Fi, Comedy, Parody, Dementia, Psychological, Mecha",OVA,6,unknown,"Starchild Records, GANSIS","Funimation, Synch-Point","Gainax, Production I.G",Original,PG-13 - Teens 13 or older,171,23432
Jigoku Shoujo,7.65,"Mystery, Horror, Psychological, Supernatural",TV,26,Fall 2005,"Aniplex, SKY Perfect Well Think",Funimation,Studio Deen,Original,R - 17+ (violence & profanity),490,3283
Ninin ga Shinobuden,6.92,"Comedy, Parody, Martial Arts",TV,12,Summer 2004,"Toshiba Entertainment, Happinet Pictures","Nozomi Entertainment, NYAV Post",ufotable,Manga,R - 17+ (violence & profanity),2957,142
Air Master,7.02,"Action, Comedy, Martial Arts, Seinen",TV,27,Spring 2003,"VAP, Nippon Television Network",Geneon Entertainment USA,Toei Animation,Manga,R - 17+ (violence & profanity),2829,155
Asagiri no Miko,6.18,"Action, Comedy, Supernatural, Fantasy, Seinen",TV,26,Summer 2002,"Starchild Records, TV Tokyo Music, Shounen Gahousha","Media Blasters, NYAV Post","Chaos Project, GANSIS",Manga,PG - Children,5793,6
Cardcaptor Sakura,8.16,"Adventure, Comedy, Drama, Magic, Romance, Fantasy, School, Shoujo",TV,70,Spring 1998,"NHK, Kodansha, Sogo Vision, YTV","Nelvana, NIS America, Inc., Geneon Entertainment USA",Madhouse,Manga,PG - Children,405,12901
Daa! Daa! Daa!,7.65,"Comedy, Sci-Fi, Shoujo",TV,78,Spring 2000,unknown,unknown,J.C.Staff,Manga,G - All Ages,3651,262
Dan Doh!!,6.69,"Adventure, Sports, Shounen",TV,26,Spring 2004,"TV Tokyo, HoriPro",Bandai Entertainment,Tokyo Kids,Manga,G - All Ages,7451,5
Detective Conan,8.16,"Adventure, Mystery, Comedy, Police, Shounen",TV,0,Winter 1996,"Yomiuri Telecasting, Animax, YTV, TMS-Kyokuchi, Shogakukan","Funimation, Crunchyroll",TMS Entertainment,Manga,PG-13 - Teens 13 or older,580,11827
E's Otherwise,6.64,"Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural",TV,26,Spring 2003,Sotsu,ADV Films,Studio Pierrot,Manga,PG-13 - Teens 13 or older,4193,29
Koukyoushihen Eureka Seven,8.09,"Adventure, Drama, Mecha, Romance, Sci-Fi",TV,50,Spring 2005,"Aniplex, Bandai Visual, Kadokawa Shoten, Mainichi Broadcasting System, Bandai, Ashi Production, Sony Music Entertainment, Bandai Namco Games, Hakuhodo DY Media Partners, Bandai Channel, USEN","Funimation, Bandai Entertainment",Bones,Original,PG-13 - Teens 13 or older,351,9241
Rekka no Honoo,7.36,"Action, Adventure, Martial Arts, Shounen, Super Power",TV,42,Summer 1997,Fuji TV,"VIZ Media, Discotek Media",Studio Pierrot,Manga,PG-13 - Teens 13 or older,2139,273
Gankutsuou,8.17,"Drama, Mystery, Sci-Fi, Supernatural, Thriller",TV,24,Fall 2004,"GDH, TV Asahi, Media Factory, Sotsu Music Publishing","Funimation, Geneon Entertainment USA",Gonzo,Novel,R - 17+ (violence & profanity),767,3521
Genshiken,7.66,"Slice of Life, Comedy, Parody",TV,12,Fall 2004,"Genco, Lantis, Kids Station, Toshiba Entertainment",Media Blasters,Palm Studio,Manga,PG-13 - Teens 13 or older,976,1330
Girls Bravo: First Season,6.45,"Harem, Comedy, Romance, Ecchi, Fantasy, School, Shounen",TV,11,Summer 2004,"Lantis, Kadokawa Shoten, Fuji TV, Rakuonsha, KlockWorx, Happinet Pictures, Studio Jack","Funimation, Geneon Entertainment USA",AIC Spirits,Manga,R+ - Mild Nudity,1194,329
Gokusen,7.42,"Slice of Life, Comedy, Drama, School, Josei",TV,13,Winter 2004,"VAP, Studio Jack","Media Blasters, NYAV Post",Madhouse,Manga,R - 17+ (violence & profanity),2742,210
Gravitation,7.02,"Comedy, Music, Romance, Shoujo, Shounen Ai",TV,13,Fall 2000,Aniplex,Nozomi Entertainment,Studio Deen,Manga,PG-13 - Teens 13 or older,1391,1322
Agatha Christie no Meitantei Poirot to Marple,6.88,"Historical, Mystery",TV,39,Summer 2004,unknown,unknown,OLM,Novel,G - All Ages,5915,20
Great Teacher Onizuka,8.7,"Slice of Life, Comedy, Drama, School, Shounen",TV,43,Summer 1999,"Aniplex, Fuji TV","Discotek Media, Tokyopop",Studio Pierrot,Manga,R - 17+ (violence & profanity),184,20870
Groove Adventure Rave,7.27,"Adventure, Comedy, Fantasy, Romance, Shounen",TV,51,Fall 2001,"TBS, Kodansha",Tokyopop,Studio Deen,Manga,PG-13 - Teens 13 or older,1600,381
Harukanaru Toki no Naka de: Hachiyou Shou,7.05,"Fantasy, Magic, Supernatural, Demons, Historical, Shoujo",TV,26,Fall 2004,unknown,Bandai Visual USA,Yumeta Company,Visual novel,PG-13 - Teens 13 or older,3581,123
Ichigo 100%,6.68,"Comedy, Ecchi, Harem, Romance, Shounen",TV,12,Spring 2005,Shueisha,unknown,Madhouse,Manga,PG-13 - Teens 13 or older,1440,262
InuYasha,7.85,"Action, Adventure, Comedy, Historical, Demons, Supernatural, Magic, Romance, Fantasy, Shounen",TV,167,Fall 2000,"Yomiuri Telecasting, Shogakukan",VIZ Media,Sunrise,Manga,PG-13 - Teens 13 or older,187,17186
Konjiki no Gash Bell!!,7.55,"Adventure, Comedy, Demons, Supernatural, Magic, Shounen",TV,150,Spring 2003,"Yomiko Advertising, Fuji TV","VIZ Media, Flatiron Film Company",Toei Animation,Manga,PG-13 - Teens 13 or older,1417,1143
Kyou kara Maou!,7.7,"Adventure, Comedy, Demons, Fantasy, Shoujo",TV,78,Spring 2004,NHK,Discotek Media,Studio Deen,Light novel,PG-13 - Teens 13 or older,1513,1475
Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,Spring 2004,Victor Entertainment,ADV Films,Bee Train,Original,PG-13 - Teens 13 or older,2720,149
Jungle wa Itsumo Hare nochi Guu,7.84,"Slice of Life, Comedy, School",TV,26,Spring 2001,"Bandai Visual, Sotsu",Funimation,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,2987,397
Jungle wa Itsumo Hare nochi Guu Deluxe,7.83,"Comedy, Slice of Life",OVA,6,unknown,Bandai Visual,Funimation,Shin-Ei Animation,Manga,PG-13 - Teens 13 or older,4696,25
